用户号,产品名称,推荐指数
11087,院线大片,0.840400093478
11087,热门影视,0.77945914288
10170,精彩点,1.38600272973
10170,珠江在线,1.35877663934
10170,热点专题,1.34572688558
10170,免费睇,1.33364176027
10170,今日上线,1.30364313624
10170,动漫剧场,1.28004957177
10170,热门影视,1.13116315077
10170,潮语专区,0.511642310067
10429,精彩点,0.967944946509
10429,热点专题,0.953891176778
10429,免费睇,0.933127074009
10429,今日上线,0.917721091155
10429,动漫剧场,0.86713601138
10429,潮语专区,0.807983531682
10429,院线大片,0.788431075873
10429,热门影视,0.747859993982
10429,珠江在线,0.536304827729
10209,精彩点,1.04979680717
10209,热点专题,1.0392582376
10209,免费睇,1.03121672818
10209,今日上线,1.00385167554
10209,动漫剧场,0.963977872284
10209,少儿乐园,0.903194635401
10209,院线大片,0.861576757418
10209,热门影视,0.823468562335
10209,珠江在线,0.560321021533
11067,珠江在线,1.81647241843
11067,精彩点,1.75525172779
11067,今日上线,1.70880944686
11067,院线大片,1.50963578443
11067,热门影视,1.47334246536
11067,少儿乐园,1.30821174897
11067,动漫剧场,0.863284755387
11067,潮语专区,0.829881821864
11067,热点专题,0.663670995762
11067,免费睇,0.632856495611
11098,精彩点,0.789765122887
11098,珠江在线,0.767339012515
11098,热点专题,0.757831507658
11098,免费睇,0.745913131866
11098,今日上线,0.724903183663
11098,动漫剧场,0.704294980865
11098,院线大片,0.641207397234
11098,热门影视,0.592450048277
11098,潮语专区,0.565646751386
10138,少儿乐园,0.515997957104
10085,潮语专区,0.634188860532
10085,少儿乐园,0.626496860654
10085,动漫剧场,0.624251216534
10085,热点专题,0.619841695335
10085,珠江在线,0.61461062835
10085,今日上线,0.572978750391
10085,精彩点,0.559558759609
10085,院线大片,0.5
10085,热门影视,0.5
11314,少儿乐园,0.822782721511
11314,精彩点,0.639625771427
11314,免费睇,0.634188860532
11314,珠江在线,0.634160782484
11314,热点专题,0.622820799995
11314,动漫剧场,0.605691463947
11314,今日上线,0.60217992361
11314,院线大片,0.529146325714
11314,热门影视,0.5
11120,珠江在线,2.48114691205
11120,精彩点,2.41483676006
11120,院线大片,2.05701578936
11120,热门影视,2.00282766621
11120,热点专题,1.18205452081
11120,动漫剧场,1.14273211357
11120,少儿乐园,0.942343951737
11120,免费睇,0.84506797017
11120,潮语专区,0.78318449188
11120,今日上线,0.552780173568
11299,精彩点,1.14974245514
11299,珠江在线,1.14325020366
11299,免费睇,1.1126170656
11299,今日上线,1.07869986672
11299,动漫剧场,1.0636254285
11299,院线大片,0.944125515842
11299,热门影视,0.887061207208
11299,热点专题,0.761790843974
11299,潮语专区,0.735483115116
10814,免费睇,1.57400475363
10814,动漫剧场,1.48848921346
10814,院线大片,1.33223615036
10814,热门影视,1.30608519027
10814,少儿乐园,1.29219087858
10814,潮语专区,1.14836734079
10814,热点专题,1.05426425151
10814,今日上线,0.961815535461
10814,精彩点,0.951185910757
10814,珠江在线,0.735825719277
10675,少儿乐园,0.512858465484
10782,精彩点,2.75280226259
10782,动漫剧场,2.58650039246
10782,院线大片,2.29613962054
10782,热门影视,2.22887635447
10782,免费睇,1.99021802457
10782,热点专题,0.814903330499
10931,潮语专区,0.574997900215
10931,少儿乐园,0.568023820326
10931,动漫剧场,0.565987769657
10931,热点专题,0.561989803771
10931,珠江在线,0.557246969704
10931,今日上线,0.519500733688
10931,精彩点,0.507333275379
10319,少儿乐园,1.87538493453
10319,今日上线,1.61803415526
10319,院线大片,1.39410850731
10319,热门影视,1.3793774757
10319,动漫剧场,1.22412255381
10319,珠江在线,1.08838319415
10319,免费睇,1.0531396998
10319,热点专题,0.953986399796
10319,潮语专区,0.951414017788
10319,精彩点,0.715473550899
11270,精彩点,1.02896979395
11270,珠江在线,1.00304202278
11270,热点专题,0.989711551156
11270,免费睇,0.979631082504
11270,今日上线,0.948371984688
11270,动漫剧场,0.926757535903
11270,院线大片,0.837966037312
11270,热门影视,0.777121259924
10847,少儿乐园,0.715046583977
10847,精彩点,0.555872420416
10847,免费睇,0.551147425029
10847,珠江在线,0.551123023554
10847,热点专题,0.541267911713
10847,动漫剧场,0.526381511079
10847,今日上线,0.523329775966
10993,热点专题,1.6694536532
10993,精彩点,1.65772453893
10993,免费睇,1.6553187688
10993,今日上线,1.57423072183
10993,院线大片,1.3795218324
10993,热门影视,1.32296495786
10993,动漫剧场,0.912123696543
10993,少儿乐园,0.736992880294
10993,珠江在线,0.637158666869
11183,精彩点,1.89559023977
11183,免费睇,1.87735339577
11183,今日上线,1.82233950042
11183,动漫剧场,1.79007896485
11183,院线大片,1.56808865594
11183,热门影视,1.50240490961
11183,珠江在线,1.06255575496
10281,少儿乐园,0.556765232734
10155,少儿乐园,0.608820204348
11041,精彩点,0.913201056475
11041,珠江在线,0.88869354637
11041,热点专题,0.87729196285
11041,免费睇,0.865867654028
11041,今日上线,0.839892935385
11041,动漫剧场,0.818328836432
11041,院线大片,0.742527449976
11041,热门影视,0.687309137296
11094,精彩点,0.910849036021
11094,珠江在线,0.887898815663
11094,热点专题,0.876098282915
11094,免费睇,0.867176936958
11094,今日上线,0.839504853284
11094,动漫剧场,0.820373497045
11094,院线大片,0.741772492093
11094,热门影视,0.687913352326
11005,潮语专区,0.734800571809
11005,热点专题,0.726478853889
11005,少儿乐园,0.722375461036
11005,珠江在线,0.702320584027
11005,今日上线,0.6563087781
11005,精彩点,0.653675292909
11005,院线大片,0.586337108092
11005,热门影视,0.586337108092
11005,动漫剧场,0.584195432527
10944,精彩点,1.16410068724
10944,热点专题,1.13771976302
10944,免费睇,1.11503122042
10944,今日上线,1.09262905238
10944,动漫剧场,1.04130930194
10944,院线大片,0.947224024246
10944,热门影视,0.891174444759
10944,潮语专区,0.767690335615
10944,珠江在线,0.729834709433
10448,精彩点,0.916666761943
10448,珠江在线,0.893753083664
10448,热点专题,0.881824684007
10448,免费睇,0.873149518256
10448,今日上线,0.845084456884
10448,动漫剧场,0.826122260884
10448,院线大片,0.746652164548
10448,热门影视,0.692598171029
10148,珠江在线,0.858348961672
10148,热点专题,0.841190539371
10148,免费睇,0.823304133732
10148,今日上线,0.816059934666
10148,动漫剧场,0.785447263449
10148,院线大片,0.714486893314
10148,潮语专区,0.681769699853
10148,热门影视,0.673400728331
10148,精彩点,0.659312144011
11207,精彩点,0.753638652649
11207,珠江在线,0.729328475886
11207,热点专题,0.721090023968
11207,免费睇,0.704899588994
11207,今日上线,0.688286631706
11207,潮语专区,0.682353770839
11207,动漫剧场,0.663991486586
11207,院线大片,0.60962224447
11207,热门影视,0.560725186328
10088,少儿乐园,1.07468642577
10088,珠江在线,0.934570757205
10088,热点专题,0.930942553179
10088,动漫剧场,0.922645416449
10088,精彩点,0.893949641391
10088,今日上线,0.878860771706
10088,院线大片,0.769458484554
10088,热门影视,0.749288878172
10962,精彩点,0.857255788276
10962,珠江在线,0.839764053414
10962,热点专题,0.82748022492
10962,免费睇,0.825884638252
10962,今日上线,0.794990011371
10962,动漫剧场,0.783520289331
10962,院线大片,0.701309918665
10962,热门影视,0.653965722727
10962,少儿乐园,0.617868616266
10999,精彩点,0.684482778429
10999,珠江在线,0.669117398372
10999,热点专题,0.659710300356
10999,免费睇,0.656120360987
10999,今日上线,0.63310414765
10999,动漫剧场,0.621720323141
10999,院线大片,0.558882817254
10999,少儿乐园,0.525315029216
10999,热门影视,0.519941050959
10891,精彩点,0.665320807056
10891,珠江在线,0.645893278087
10891,热点专题,0.6380372822
10891,免费睇,0.627111013426
10891,今日上线,0.610043493724
10891,动漫剧场,0.59183116757
10891,潮语专区,0.561342211726
10891,院线大片,0.539756968992
10738,热点专题,2.31172635786
10738,今日上线,2.23026661941
10738,动漫剧场,2.16572348722
10738,院线大片,1.91198318013
10738,热门影视,1.8608705352
10738,潮语专区,1.70060494097
10860,少儿乐园,0.699117620715
10860,潮语专区,0.685445569332
10860,珠江在线,0.681773491019
10860,动漫剧场,0.678159311764
10860,今日上线,0.638763343738
10860,精彩点,0.624866274529
10860,院线大片,0.546020479453
10860,热门影视,0.546020479453
11101,珠江在线,1.10511587613
11101,精彩点,1.09487498971
11101,免费睇,1.08641345822
11101,动漫剧场,1.04679229303
11101,今日上线,1.04411318042
11101,院线大片,0.908518394503
11101,热门影视,0.865036221743
11101,少儿乐园,0.81284062917
11101,热点专题,0.611744837622
10872,少儿乐园,0.669739128147
10872,潮语专区,0.664772784347
10872,动漫剧场,0.656403159358
10872,珠江在线,0.654614513644
10872,今日上线,0.612152189464
10872,精彩点,0.598445070229
10872,院线大片,0.527436808636
10872,热门影视,0.527436808636
10872,热点专题,0.500048431363
10018,珠江在线,1.12336697356
10018,免费睇,1.08055465949
10018,今日上线,1.0682003183
10018,动漫剧场,1.04730321678
10018,院线大片,0.922788535921
10018,热门影视,0.889906872198
10018,潮语专区,0.802249100783
10018,少儿乐园,0.797191692584
10018,热点专题,0.727269842814
10018,精彩点,0.633362691966
10997,精彩点,0.776035688773
10997,珠江在线,0.762810494304
10997,免费睇,0.75381769179
10997,热点专题,0.750942513258
10997,今日上线,0.722769181829
10997,少儿乐园,0.721371720389
10997,动漫剧场,0.716537509506
10997,院线大片,0.636886131963
10997,热门影视,0.596152720752
11085,少儿乐园,1.05492753913
11085,热点专题,0.916979062976
11085,免费睇,0.908709089279
11085,精彩点,0.905918023752
11085,今日上线,0.890492094637
11085,动漫剧场,0.840298677102
11085,院线大片,0.74693791416
11085,热门影视,0.73
10869,少儿乐园,1.15079154641
10869,珠江在线,0.978161069361
10869,热点专题,0.971898018548
10869,动漫剧场,0.96002030024
10869,精彩点,0.944818100316
10869,今日上线,0.921469442253
10869,院线大片,0.807298293044
10869,热门影视,0.781894342444
11080,热点专题,1.54314106606
11080,精彩点,1.50978806206
11080,动漫剧场,1.47516302696
11080,今日上线,1.46201295954
11080,院线大片,1.27263897548
11080,热门影视,1.22539981286
11080,珠江在线,1.15321481252
11080,潮语专区,0.764782862543
11080,少儿乐园,0.734102292477
10884,少儿乐园,0.959725280138
10884,珠江在线,0.782954669362
10884,免费睇,0.77909669544
10884,精彩点,0.771319703714
10884,动漫剧场,0.7529173267
10884,今日上线,0.741523421525
10884,院线大片,0.644349805849
10884,热门影视,0.618002369175
10884,热点专题,0.597860393318
11039,珠江在线,0.803815463209
11039,热点专题,0.786375828504
11039,免费睇,0.779384109763
11039,今日上线,0.765449138923
11039,动漫剧场,0.746329116486
11039,少儿乐园,0.731051768646
11039,院线大片,0.668830425369
11039,精彩点,0.642220697348
11039,热门影视,0.634979984273
10076,珠江在线,1.48619376444
10076,热点专题,1.47679315694
10076,精彩点,1.46520046202
10076,动漫剧场,1.42232221906
10076,今日上线,1.3990499467
10076,院线大片,1.23057924631
10076,热门影视,1.17227594953
10076,少儿乐园,0.590260718573
10382,少儿乐园,0.607049237389
11096,精彩点,0.732683827104
11096,珠江在线,0.718251463839
11096,热点专题,0.707604294007
11096,免费睇,0.70709737608
11096,今日上线,0.68008107419
11096,动漫剧场,0.671101509274
11096,少儿乐园,0.617027557034
11096,院线大片,0.599800139788
11096,热门影视,0.559757295961
10115,少儿乐园,0.851196373974
10115,潮语专区,0.820620074626
10115,免费睇,0.800741633713
10115,今日上线,0.792471716628
10115,精彩点,0.781430212156
10115,动漫剧场,0.743337520171
10115,院线大片,0.65
10115,热门影视,0.65
10115,热点专题,0.628661803644
10985,精彩点,1.29411529827
10985,今日上线,1.25023901428
10985,动漫剧场,1.24465146193
10985,院线大片,1.08039317296
10985,热门影视,1.03895393182
10985,珠江在线,0.989231469387
10985,热点专题,0.954589738989
10985,免费睇,0.946033174396
10985,少儿乐园,0.84050942656
10985,潮语专区,0.627722595626
11033,少儿乐园,0.733464597198
11033,精彩点,0.570190460411
11033,免费睇,0.565343759629
11033,珠江在线,0.565318729626
11033,热点专题,0.555209771974
11033,动漫剧场,0.539939930695
11033,今日上线,0.536809589657
10936,少儿乐园,0.824925251756
10936,珠江在线,0.74947925452
10936,免费睇,0.739280905041
10936,动漫剧场,0.729268874832
10936,精彩点,0.707621656206
10936,今日上线,0.706566141538
10936,院线大片,0.601842123678
10936,热门影视,0.592727272727
10936,潮语专区,0.588497870912
10750,精彩点,0.597540828842
10750,珠江在线,0.582742461627
10750,热点专题,0.574927166146
10750,免费睇,0.569500940848
10750,今日上线,0.551043188814
10750,动漫剧场,0.538902322022
10994,少儿乐园,0.822782721511
10994,精彩点,0.639625771427
10994,免费睇,0.634188860532
10994,珠江在线,0.634160782484
10994,热点专题,0.622820799995
10994,动漫剧场,0.605691463947
10994,今日上线,0.60217992361
10994,院线大片,0.529146325714
10994,热门影视,0.5
10850,珠江在线,1.15639852911
10850,热点专题,1.12570639411
10850,免费睇,1.09588696479
10850,动漫剧场,1.04445493985
10850,院线大片,0.956891973709
10850,热门影视,0.920523812896
10850,潮语专区,0.914028094364
10850,今日上线,0.856707302615
10850,少儿乐园,0.670218789558
10102,热点专题,1.35920366722
10102,精彩点,1.32773851673
10102,今日上线,1.27451330724
10102,院线大片,1.12132714266
10102,少儿乐园,1.09187517464
10102,热门影视,1.08350038869
10102,免费睇,0.973353708531
10102,珠江在线,0.939598561786
10102,动漫剧场,0.894292116852
11163,少儿乐园,0.628671067227
10089,精彩点,0.738859319577
10089,珠江在线,0.722250626052
10089,热点专题,0.712102706962
10089,免费睇,0.708190063469
10089,今日上线,0.683372157086
10089,动漫剧场,0.671047929223
10089,院线大片,0.603263917967
10089,热门影视,0.561210091893
10089,少儿乐园,0.531101670409
10811,少儿乐园,0.668577409901
10811,热点专题,0.604734853179
10811,珠江在线,0.587506429083
10811,精彩点,0.571503867069
10811,今日上线,0.553210212204
10811,免费睇,0.505829691481
11006,精彩点,1.18622134291
11006,珠江在线,1.18571170115
11006,热点专题,1.16078206711
11006,免费睇,1.14794710459
11006,动漫剧场,1.07704566208
11006,院线大片,0.981943910784
11006,热门影视,0.936687502559
11006,少儿乐园,0.869940880397
11006,今日上线,0.545499557016
10179,热点专题,1.00317104705
10179,精彩点,0.991206890171
10179,今日上线,0.960663687802
10179,动漫剧场,0.939418613645
10179,少儿乐园,0.847610978634
10179,院线大片,0.824897453679
10179,热门影视,0.795860040856
10179,免费睇,0.76728548504
10179,潮语专区,0.642824179097
10179,珠江在线,0.602904378484
10799,少儿乐园,0.799770517269
10799,精彩点,0.621736238133
10799,免费睇,0.616451390839
10799,珠江在线,0.616424098099
10799,热点专题,0.605401280745
10799,动漫剧场,0.588751030814
10799,今日上线,0.585337703872
10799,院线大片,0.514346764417
10418,珠江在线,2.35468201225
10418,精彩点,2.28424236101
10418,动漫剧场,2.22505318194
10418,院线大片,1.92836801864
10418,热门影视,1.8659061729
10418,今日上线,1.09289775086
10418,热点专题,0.735746740954
10418,少儿乐园,0.653667134716
10746,珠江在线,0.883979350395
10746,热点专题,0.871498858231
10746,今日上线,0.8371842711
10746,动漫剧场,0.830614370326
10746,潮语专区,0.740711768071
10746,院线大片,0.731628541269
10746,热门影视,0.700916886795
10746,精彩点,0.693004172975
10746,免费睇,0.653286744563
10746,少儿乐园,0.631802884528
10749,少儿乐园,1.53996190176
10749,热点专题,1.36352527948
10749,精彩点,1.35554184925
10749,免费睇,1.34223967741
10749,动漫剧场,1.24028189011
10749,院线大片,1.1305302721
10749,热门影视,1.11023640662
10749,珠江在线,0.560298890343
10485,少儿乐园,0.560128560427
10485,珠江在线,0.543886971896
10485,潮语专区,0.536380169241
10485,免费睇,0.533814531322
10485,动漫剧场,0.532728930982
10485,今日上线,0.511409438494
10485,精彩点,0.500895212573
10805,少儿乐园,0.873331677107
10805,热点专题,0.806687935334
10805,动漫剧场,0.805958655718
10805,珠江在线,0.804858863095
10805,今日上线,0.753632727474
10805,精彩点,0.751446491038
10805,院线大片,0.658743897714
10805,潮语专区,0.653932202372
10805,热门影视,0.65
10661,少儿乐园,0.650396375762
10661,珠江在线,0.631537365414
10661,潮语专区,0.622820799995
10661,免费睇,0.619841695335
10661,动漫剧场,0.618581144497
10661,今日上线,0.593825897885
10661,精彩点,0.581617246308
10661,院线大片,0.5
10661,热门影视,0.5
10910,精彩点,0.783837973404
10910,珠江在线,0.764698810887
10910,热点专题,0.754368677123
10910,免费睇,0.747702537885
10910,今日上线,0.723167880424
10910,动漫剧场,0.707676057708
10910,院线大片,0.638811066658
10910,热门影视,0.592959675088
10533,少儿乐园,0.713655750027
10533,精彩点,0.554791195428
10533,免费睇,0.550075390608
10533,珠江在线,0.550051036597
10533,热点专题,0.54021509389
10533,动漫剧场,0.525357648728
10533,今日上线,0.522311849531
10104,少儿乐园,0.710317218429
10104,精彩点,0.552195843346
10104,免费睇,0.547502099393
10104,珠江在线,0.547477859311
10104,热点专题,0.537687929833
10104,动漫剧场,0.522899988841
10104,今日上线,0.519868438106
10395,精彩点,0.759267854128
10395,珠江在线,0.742642141736
10395,热点专题,0.732087291617
10395,免费睇,0.728797859723
10395,今日上线,0.702772847826
10395,动漫剧场,0.690811008389
10395,院线大片,0.620269281078
10395,热门影视,0.577413642115
10395,少儿乐园,0.551946406198
10793,少儿乐园,0.730680616292
10793,精彩点,0.56802621232
10793,免费睇,0.563197907957
10793,珠江在线,0.56317297296
10793,热点专题,0.553102385455
10793,动漫剧场,0.537890503274
10793,今日上线,0.534772043941
11125,少儿乐园,0.579034446877
10055,少儿乐园,0.712857128591
10055,精彩点,0.554170352478
10055,免费睇,0.549459824913
10055,珠江在线,0.549435498155
10055,热点专题,0.539610562428
10055,动漫剧场,0.524769743594
10055,今日上线,0.521727352819
10367,热点专题,1.72045196922
10367,精彩点,1.69677783675
10367,动漫剧场,1.56370375539
10367,院线大片,1.4166917983
10367,热门影视,1.38712792562
10367,潮语专区,1.27287316293
10367,免费睇,1.25227605455
10367,少儿乐园,1.18160085129
10003,精彩点,0.669731721557
10003,热点专题,0.659509718146
10003,免费睇,0.648402605984
10003,今日上线,0.635009634016
10003,动漫剧场,0.604473597597
10003,潮语专区,0.574674588422
10003,院线大片,0.546676263259
10003,少儿乐园,0.535916143383
10003,珠江在线,0.524598357032
10003,热门影视,0.518684553208
10975,少儿乐园,0.607082785617
11102,少儿乐园,0.897436082847
11102,珠江在线,0.820395915925
11102,免费睇,0.808847912414
11102,动漫剧场,0.798778353263
11102,今日上线,0.773229938115
11102,精彩点,0.772761156082
11102,院线大片,0.657904656944
11102,热门影视,0.648879734667
11102,潮语专区,0.638624128303
10959,少儿乐园,1.00923137532
10959,潮语专区,0.971837026632
10959,珠江在线,0.962188655843
10959,动漫剧场,0.934041700939
10959,今日上线,0.90934093619
10959,院线大片,0.772583663911
10959,热门影视,0.772583663911
10959,免费睇,0.724239768031
10959,精彩点,0.673857740262
10691,热点专题,1.14700825617
10691,精彩点,1.13716488797
10691,今日上线,1.09818778865
10691,动漫剧场,1.0656791977
10691,院线大片,0.942640985847
10691,热门影视,0.906832343497
10691,免费睇,0.857320375606
10691,潮语专区,0.799927592426
10691,少儿乐园,0.739794437721
10691,珠江在线,0.555985018371
10542,少儿乐园,1.10334027444
10542,珠江在线,0.976492798893
10542,热点专题,0.974557581239
10542,动漫剧场,0.9682918967
10542,精彩点,0.927145678873
10542,今日上线,0.917066963456
10542,院线大片,0.80250591951
10542,热门影视,0.784663116154
10152,珠江在线,1.55811508982
10152,热点专题,1.5327391781
10152,动漫剧场,1.48110188698
10152,今日上线,1.47873462657
10152,院线大片,1.28663027678
10152,少儿乐园,1.27441278254
10152,热门影视,1.24796707862
10152,精彩点,0.553138819348
10152,免费睇,0.545929494501
11260,精彩点,0.840385331034
11260,珠江在线,0.813720826368
11260,热点专题,0.804406859684
11260,免费睇,0.787087647031
11260,今日上线,0.768038372837
11260,动漫剧场,0.741652948947
11260,潮语专区,0.702711695045
11260,院线大片,0.680135933146
11260,热门影视,0.625972152455
10491,少儿乐园,0.72847660543
10491,精彩点,0.566312829053
10491,免费睇,0.561499088693
10491,珠江在线,0.56147422891
10491,热点专题,0.55143401813
10491,动漫剧场,0.536268020776
10491,今日上线,0.533158967903
11177,精彩点,0.822003222369
11177,珠江在线,0.803601589385
11177,热点专题,0.792289927141
11177,免费睇,0.788062871932
11177,今日上线,0.760362420959
11177,动漫剧场,0.746772322529
11177,院线大片,0.671208162682
11177,热门影视,0.624483946729
11177,少儿乐园,0.534963645693
11148,精彩点,0.816004410065
11148,珠江在线,0.795059948444
11148,热点专题,0.784598253328
11148,免费睇,0.775970177493
11148,今日上线,0.751632933375
11148,动漫剧场,0.733882750213
11148,院线大片,0.664235952358
11148,热门影视,0.615672289465
10217,精彩点,1.01948514721
10217,珠江在线,0.993973152258
10217,热点专题,0.98071487929
10217,免费睇,0.971019987645
10217,今日上线,0.939840283414
10217,动漫剧场,0.918706329333
10217,院线大片,0.83037893784
10217,热门影视,0.770238989223
10674,少儿乐园,0.673837965095
10674,精彩点,0.523837116376
10674,免费睇,0.519384425674
10674,珠江在线,0.519361430473
10674,热点专题,0.510074275401
10449,少儿乐园,0.735168270363
10449,精彩点,0.571514884508
10449,免费睇,0.56665692593
10449,珠江在线,0.566631837789
10449,热点专题,0.556499399303
10449,动漫剧场,0.54119408962
10449,今日上线,0.538056477504
10720,精彩点,0.6742378797
10720,珠江在线,0.654453241556
10720,热点专题,0.64651968234
10720,免费睇,0.635286842151
10720,今日上线,0.618104785978
10720,动漫剧场,0.599494472348
10720,潮语专区,0.568037267637
10720,院线大片,0.546916219314
10720,热门影视,0.504770649637
10450,少儿乐园,0.726023473462
10450,精彩点,0.564405780707
10450,免费睇,0.559608250533
10450,珠江在线,0.559583474464
10450,热点专题,0.549577073915
10450,动漫剧场,0.534462147786
10450,今日上线,0.531363564594
10122,少儿乐园,0.761419699772
10122,珠江在线,0.741349782967
10122,潮语专区,0.740091852109
10122,动漫剧场,0.733256378239
10122,今日上线,0.69550395982
10122,精彩点,0.680680405218
10122,院线大片,0.591226415094
10122,热门影视,0.591226415094
10122,免费睇,0.581229726345
10990,精彩点,0.907186353483
10990,珠江在线,0.880693465843
10990,热点专题,0.869982372478
10990,免费睇,0.855079374616
10990,今日上线,0.831810598575
10990,动漫剧场,0.806973008966
10990,院线大片,0.735973826057
10990,热门影视,0.679370706498
10990,潮语专区,0.605291898464
10832,精彩点,0.800323877962
10832,珠江在线,0.778931119689
10832,热点专题,0.768914338781
10832,免费睇,0.759043644627
10832,今日上线,0.736178632124
10832,动漫剧场,0.717415976296
10832,院线大片,0.650812776996
10832,热门影视,0.602489398928
10832,潮语专区,0.503408996729
10763,珠江在线,0.940580404086
10763,免费睇,0.909463671143
10763,今日上线,0.894391099262
10763,动漫剧场,0.879788796303
10763,少儿乐园,0.818866113906
10763,院线大片,0.774339616542
10763,热门影视,0.744936475528
10763,热点专题,0.722823251269
10763,精彩点,0.668660934561
10763,潮语专区,0.590562675436
10925,少儿乐园,0.650396375762
10925,珠江在线,0.631537365414
10925,潮语专区,0.622820799995
10925,免费睇,0.619841695335
10925,动漫剧场,0.618581144497
10925,今日上线,0.593825897885
10925,精彩点,0.581617246308
10925,院线大片,0.5
10925,热门影视,0.5
10871,少儿乐园,0.61311409845
10324,精彩点,0.691401106251
10324,珠江在线,0.674910148342
10324,热点专题,0.6656861057
10324,免费睇,0.660453630119
10324,今日上线,0.638350450677
10324,动漫剧场,0.625307872255
10324,院线大片,0.563780021632
10324,热门影视,0.523654398087
11315,潮语专区,0.814057756064
11315,热点专题,0.805630011903
11315,少儿乐园,0.799957492674
11315,珠江在线,0.777140361772
11315,今日上线,0.726377763402
11315,精彩点,0.724691748402
11315,院线大片,0.650249496982
11315,热门影视,0.650249496982
11315,动漫剧场,0.595018998577
10887,精彩点,0.69155998365
10887,珠江在线,0.678235501599
10887,免费睇,0.668115132451
10887,热点专题,0.668100558567
10887,今日上线,0.642263529668
10887,动漫剧场,0.634261804353
10887,少儿乐园,0.613690848949
10887,院线大片,0.56636546475
10887,热门影视,0.528812702959
10838,潮语专区,0.824437095277
10838,少儿乐园,0.823380309296
10838,热点专题,0.80930290496
10838,动漫剧场,0.790935598015
10838,今日上线,0.757493180562
10838,精彩点,0.741910704499
10838,院线大片,0.65
10838,热门影视,0.65
10838,珠江在线,0.640227439845
10951,精彩点,0.948245031813
10951,珠江在线,0.925115065698
10951,热点专题,0.912611470669
10951,免费睇,0.904586142415
10951,今日上线,0.874877610034
10951,动漫剧场,0.856173925231
10951,院线大片,0.77281753224
10951,热门影视,0.717368176008
10905,潮语专区,0.633390490659
10905,少儿乐园,0.625708174113
10905,动漫剧场,0.623465356997
10905,热点专题,0.619061386872
10905,珠江在线,0.61383690519
10905,今日上线,0.572257436914
10905,精彩点,0.558854340337
10708,精彩点,1.56291048346
10708,热点专题,1.54249763307
10708,免费睇,1.51814969404
