用户号,一级标签,二级标签,推荐指数
10058,偏好节目类型,动作,1.73713494911
10058,偏好节目类型,电视剧场,1.73687300251
10058,偏好地区,台湾,1.57164461093
10058,偏好地区,法国,1.39993871191
10058,偏好地区,美国,1.37867884319
10058,偏好地区,大陆,1.34937523515
10058,偏好语种,法语,0.999537408029
10058,偏好语种,其他,0.893036529002
10058,偏好语种,国语,0.847400762428
10058,偏好语种,日语,0.791912798451
10059,偏好节目类型,动作,2.2353043503
10059,偏好节目类型,大陆剧场,2.20392843865
10059,偏好节目类型,恐怖,2.19949678346
10059,偏好节目类型,综艺娱乐,2.13341458475
10059,偏好地区,台湾,1.30757466079
10059,偏好地区,其他国家,1.22534105594
10059,偏好地区,美国,1.19813258763
10059,偏好地区,法国,1.17965505396
10059,偏好语种,法语,1.073082869
10059,偏好语种,其他,0.95940581503
10059,偏好语种,国语,0.906258518587
10059,偏好语种,日语,0.842578100578
10061,偏好节目类型,欧美剧场,0.877042398343
10061,偏好语种,法语,0.836164771689
10061,偏好节目类型,广告,0.834134138571
10061,偏好语种,德语,0.830822308464
10061,偏好地区,其他,0.81760946179
10061,偏好地区,台湾,0.811641381179
10061,偏好节目类型,恐怖,0.797956394329
10061,偏好节目类型,纪录片,0.775320577677
10061,偏好地区,法国,0.746429610598
10061,偏好地区,美国,0.714679115805
10061,偏好语种,国语,0.702221960564
10061,偏好语种,日语,0.657984898262
10064,偏好语种,法语,0.801124691258
10064,偏好地区,台湾,0.800205531252
10064,偏好地区,其他国家,0.733952640695
10064,偏好地区,法国,0.723006732477
10064,偏好语种,其他,0.716678936364
10064,偏好地区,大陆,0.69729287316
10064,偏好语种,国语,0.67434943755
10064,偏好语种,日语,0.624184379059
10064,偏好节目类型,欧美剧场,0.534110589949
10064,偏好节目类型,广告,0.510377842035
10076,偏好节目类型,恐怖,3.27676471501
10076,偏好节目类型,综艺娱乐,3.1391033962
10076,偏好节目类型,悬念,3.10331716151
10076,偏好节目类型,历史,3.06143336085
10076,偏好地区,美国,2.07140176277
10076,偏好地区,法国,2.02912278478
10076,偏好地区,日本,1.91385298849
10076,偏好地区,中国,1.82529135882
10076,偏好语种,德语,1.41918556508
10076,偏好语种,国语,1.26940682324
10076,偏好语种,日语,1.20721268999
10076,偏好语种,英语,1.13657078908
10085,偏好节目类型,生活服务,0.794668943868
10085,偏好地区,其他,0.754729709196
10085,偏好语种,德语,0.751231226071
10085,偏好节目类型,广告,0.747338470805
10085,偏好语种,法语,0.72759224671
10085,偏好地区,台湾,0.715761685715
10085,偏好节目类型,恐怖,0.698387201477
10085,偏好节目类型,大陆剧场,0.675676083159
10085,偏好地区,其他国家,0.665922217423
10085,偏好地区,法国,0.665840362248
10085,偏好语种,其他,0.652596429753
10085,偏好语种,国语,0.603461643801
10088,偏好节目类型,广告,1.23066258729
10088,偏好节目类型,恐怖,1.19336349743
10088,偏好地区,台湾,1.13462250434
10088,偏好节目类型,综艺娱乐,1.1293734399
10088,偏好地区,其他,1.12316121655
10088,偏好节目类型,爱情,1.10557201223
10088,偏好地区,其他国家,1.07208869787
10088,偏好地区,美国,1.00867165753
10089,偏好节目类型,生活服务,1.25489423897
10089,偏好节目类型,欧美剧场,1.25130360815
10089,偏好节目类型,大陆剧场,1.24708033302
10089,偏好节目类型,电视剧场,1.23794761842
10089,偏好地区,其他,0.746743013803
10089,偏好地区,其他国家,0.726432428723
10089,偏好地区,美国,0.698983652162
10089,偏好地区,法国,0.696756222512
10089,偏好语种,德语,0.583906147559
10089,偏好语种,其他,0.548888528013
10089,偏好语种,国语,0.50621128027
10096,偏好节目类型,广告,1.81989687692
10096,偏好节目类型,大陆剧场,1.71415830635
10096,偏好节目类型,纪录片,1.71371968559
10096,偏好节目类型,电视剧场,1.70500753598
10096,偏好地区,台湾,1.06883524026
10096,偏好地区,其他,1.05406234172
10096,偏好地区,其他国家,1.01082155699
10096,偏好地区,美国,0.951382835254
10096,偏好语种,德语,0.912723728414
10096,偏好语种,其他,0.862088871016
10096,偏好语种,国语,0.794936675543
10096,偏好语种,日语,0.729928657534
10102,偏好节目类型,电视剧场,4.1020944875
10102,偏好节目类型,悬念,3.89363845128
10102,偏好节目类型,动作片,3.804497194
10102,偏好节目类型,警匪,3.77986280933
10102,偏好地区,大陆,2.52895652161
10102,偏好地区,日本,2.51354081058
10102,偏好地区,中国,2.37858372611
10102,偏好语种,英语,1.81951170857
10102,偏好地区,美国,1.70829486442
10102,偏好语种,日语,1.37337505628
10102,偏好语种,国语,1.33266078527
10102,偏好语种,法语,0.950189553682
10104,偏好节目类型,生活服务,1.39157364116
10104,偏好节目类型,综艺娱乐,1.25241605206
10104,偏好节目类型,纪录片,1.21865859433
10104,偏好节目类型,动作,1.21069685453
10104,偏好地区,台湾,1.13697406638
10104,偏好地区,其他国家,1.03844738602
10104,偏好地区,法国,1.0183699927
10104,偏好语种,法语,1.01080414475
10104,偏好地区,大陆,0.989018337381
10104,偏好语种,其他,0.903386094139
10104,偏好语种,国语,0.855453270869
10104,偏好语种,日语,0.79757607851
10107,偏好节目类型,生活服务,1.25447113281
10107,偏好节目类型,广告,1.19252741147
10107,偏好节目类型,恐怖,1.16863226716
10107,偏好节目类型,大陆剧场,1.13097764889
10107,偏好地区,其他,0.657820771184
10107,偏好地区,台湾,0.651076174628
10107,偏好地区,其他国家,0.612196408404
10107,偏好地区,美国,0.574796611511
10115,偏好语种,粤语,0.7027650249
10115,偏好地区,英国,0.691338151497
10115,偏好地区,其他国家,0.670836533876
10115,偏好地区,美国,0.657122836116
10115,偏好地区,其他,0.656980952596
10115,偏好语种,德语,0.642535781092
10115,偏好语种,其他,0.641340461935
10115,偏好节目类型,电视剧场,0.632527983118
10115,偏好节目类型,大陆剧场,0.623063642509
10115,偏好节目类型,爱情,0.610579627238
10115,偏好节目类型,动作片,0.602638487828
10115,偏好语种,国语,0.590355775566
10122,偏好语种,粤语,0.635046668984
10122,偏好地区,英国,0.632376187641
10122,偏好地区,美国,0.600871221096
10122,偏好地区,其他,0.593778221342
10122,偏好语种,德语,0.579347602523
10122,偏好节目类型,电视剧场,0.57747389534
10122,偏好地区,法国,0.57462109975
10122,偏好节目类型,大陆剧场,0.568202161121
10122,偏好节目类型,生活服务,0.560206848264
10122,偏好节目类型,欧美剧场,0.555558054923
10122,偏好语种,国语,0.542229941193
10122,偏好语种,日语,0.517577625143
10131,偏好节目类型,广告,0.532971856053
10133,偏好节目类型,广告,1.0644945965
10133,偏好节目类型,恐怖,0.977136021939
10133,偏好节目类型,纪录片,0.938372630043
10133,偏好节目类型,综艺娱乐,0.936131487484
10136,偏好节目类型,广告,3.21981215213
10136,偏好节目类型,电视剧场,3.139526153
10136,偏好节目类型,悬念,2.97003830463
10136,偏好节目类型,纪录片,2.95308670432
10136,偏好地区,台湾,1.28659160908
10136,偏好地区,其他,1.26392441877
10136,偏好地区,其他国家,1.21133381354
10136,偏好地区,美国,1.14754829073
10136,偏好语种,德语,1.0662877307
10136,偏好语种,其他,1.01832239618
10136,偏好语种,国语,0.944402690653
10136,偏好语种,日语,0.887793934225
10138,偏好节目类型,动作,1.73722457688
10138,偏好节目类型,大陆剧场,1.72840020396
10138,偏好节目类型,纪录片,1.72838755615
10138,偏好节目类型,电视剧场,1.71475298792
10138,偏好地区,台湾,1.20416149224
10138,偏好地区,其他国家,1.10219039171
10138,偏好地区,法国,1.06581885202
10138,偏好地区,大陆,1.05237759353
10138,偏好语种,法语,1.04353523742
10138,偏好语种,其他,0.943458555458
10138,偏好语种,日语,0.847024058468
10138,偏好语种,英语,0.799859014591
10146,偏好节目类型,恐怖,2.90436411034
10146,偏好节目类型,电视剧场,2.88480719846
10146,偏好节目类型,历史,2.83411736985
10146,偏好节目类型,综艺娱乐,2.81909283362
10146,偏好地区,其他国家,1.72633945689
10146,偏好地区,法国,1.64979638583
10146,偏好地区,大陆,1.59707987503
10146,偏好地区,日本,1.57083088002
10146,偏好语种,其他,1.0543403826
10146,偏好语种,国语,0.983298239763
10146,偏好语种,日语,0.912556535436
10146,偏好语种,英语,0.888122497976
10148,偏好节目类型,生活服务,2.20469673019
10148,偏好节目类型,广告,2.09013916026
10148,偏好节目类型,恐怖,2.08203448867
10148,偏好节目类型,悬念,1.93615163662
10148,偏好语种,德语,1.15058242427
10148,偏好语种,其他,1.06725816923
10148,偏好语种,日语,0.915268200786
10148,偏好语种,英语,0.902362198975
10148,偏好地区,其他,0.777873596705
10148,偏好地区,其他国家,0.769785893829
10148,偏好地区,法国,0.732130102689
10148,偏好地区,大陆,0.70626616959
10152,偏好节目类型,电视剧场,2.75978920876
10152,偏好节目类型,综艺娱乐,2.7382231604
10152,偏好节目类型,大陆剧场,2.7188209524
10152,偏好节目类型,动作,2.69273497947
10152,偏好语种,国语,2.07871844573
10152,偏好语种,英语,1.87591006926
10152,偏好地区,法国,1.71235452057
10152,偏好地区,日本,1.67289129795
10152,偏好地区,大陆,1.66860590521
10152,偏好地区,中国,1.53719652601
10152,偏好语种,德语,0.872988229445
10152,偏好语种,粤语,0.805389149544
10154,偏好语种,法语,1.09239249111
10154,偏好节目类型,生活服务,1.03287753224
10154,偏好语种,其他,0.976967764129
10154,偏好地区,台湾,0.974728423626
10154,偏好语种,国语,0.920989641265
10154,偏好地区,其他国家,0.887221712816
10154,偏好节目类型,动作,0.882588203798
10154,偏好节目类型,恐怖,0.873712156085
10154,偏好地区,法国,0.866877005044
10154,偏好节目类型,纪录片,0.85801790063
10154,偏好语种,日语,0.854308712546
10154,偏好地区,大陆,0.84668691379
10155,偏好语种,法语,1.16973826803
10155,偏好节目类型,欧美剧场,1.08995668055
10155,偏好语种,其他,1.0457374739
10155,偏好节目类型,广告,1.04230114017
10155,偏好语种,国语,0.988335077031
10155,偏好节目类型,大陆剧场,0.985487646732
10155,偏好节目类型,恐怖,0.977536459485
10155,偏好语种,日语,0.9194451775
10155,偏好地区,台湾,0.800759760877
10155,偏好地区,其他国家,0.736138870933
10155,偏好地区,法国,0.72691438822
10155,偏好地区,大陆,0.698437648516
10156,偏好节目类型,生活服务,0.794668943868
10156,偏好地区,其他,0.754729709196
10156,偏好语种,德语,0.751231226071
10156,偏好节目类型,广告,0.747338470805
10156,偏好语种,法语,0.72759224671
10156,偏好地区,台湾,0.715761685715
10156,偏好节目类型,恐怖,0.698387201477
10156,偏好节目类型,大陆剧场,0.675676083159
10156,偏好地区,其他国家,0.665922217423
10156,偏好地区,法国,0.665840362248
10156,偏好语种,其他,0.652596429753
10156,偏好语种,国语,0.603461643801
10160,偏好语种,法语,1.57384662788
10160,偏好节目类型,恐怖,1.4240641345
10160,偏好节目类型,动作,1.42226065428
10160,偏好节目类型,大陆剧场,1.40516421182
10160,偏好节目类型,综艺娱乐,1.36664900522
10160,偏好语种,国语,1.33763023031
10160,偏好语种,日语,1.27209691785
10160,偏好语种,英语,1.18287665363
10160,偏好地区,台湾,1.12696074306
10160,偏好地区,法国,1.01480131609
10160,偏好地区,美国,0.993128696233
10160,偏好地区,大陆,0.968896445094
10164,偏好节目类型,大陆剧场,2.47612340291
10164,偏好节目类型,恐怖,2.43245318737
10164,偏好节目类型,动作,2.42402536129
10164,偏好节目类型,电视剧场,2.40609872717
10164,偏好语种,其他,1.04277688992
10164,偏好语种,国语,0.98391683565
10164,偏好语种,日语,0.919572833503
10164,偏好语种,英语,0.878093737674
10164,偏好地区,台湾,0.846195282799
10164,偏好地区,其他国家,0.779779040679
10164,偏好地区,日本,0.76008761227
10164,偏好地区,法国,0.758599297911
10165,偏好节目类型,生活服务,1.83132260907
10165,偏好节目类型,欧美剧场,1.82103309481
10165,偏好节目类型,动作,1.77789124257
10165,偏好地区,法国,1.70031361246
10165,偏好地区,美国,1.6908617136
10165,偏好节目类型,恐怖,1.67322655466
10165,偏好地区,大陆,1.62578083604
10165,偏好地区,日本,1.61551508977
10165,偏好语种,法语,1.21399281819
10165,偏好语种,国语,1.03692390391
10165,偏好语种,日语,0.998808231743
10165,偏好语种,英语,0.912758804426
10169,偏好节目类型,广告,4.06243743786
10169,偏好节目类型,纪录片,3.81007471825
10169,偏好节目类型,爱情,3.79915327985
10169,偏好节目类型,港台剧场,3.7732956656
10169,偏好地区,其他,2.41926377941
10169,偏好地区,大陆,2.21305253765
10169,偏好地区,中国,2.12165735616
10169,偏好地区,香港,2.06148788132
10169,偏好语种,国语,1.17529284244
10169,偏好语种,日语,1.12471580449
10169,偏好语种,英语,1.04064078434
10169,偏好语种,法语,1.00327460792
10170,偏好节目类型,恐怖,1.16359021518
10170,偏好节目类型,动作,1.13198787652
10170,偏好节目类型,纪录片,1.12414554453
10170,偏好节目类型,大陆剧场,1.12066547483
10170,偏好语种,法语,1.05147188399
10170,偏好地区,台湾,1.0021132042
10170,偏好语种,其他,0.940045625111
10170,偏好地区,其他国家,0.915177993761
10170,偏好地区,法国,0.897383999919
10170,偏好语种,国语,0.888211338107
10170,偏好地区,大陆,0.871669538589
10170,偏好语种,日语,0.826053487403
10172,偏好节目类型,恐怖,1.16387625666
10172,偏好节目类型,动作,1.14501007584
10172,偏好节目类型,大陆剧场,1.12752274799
10172,偏好节目类型,纪录片,1.12612336137
10172,偏好地区,台湾,1.01018376516
10172,偏好地区,其他国家,0.927183503973
10172,偏好地区,法国,0.914022504264
10172,偏好地区,大陆,0.880517823203
10172,偏好语种,法语,0.621423066416
10172,偏好语种,其他,0.555122257715
10172,偏好语种,国语,0.527304229582
10172,偏好语种,粤语,0.504553578746
10175,偏好节目类型,欧美剧场,1.71910635681
10175,偏好节目类型,广告,1.62635422757
10175,偏好节目类型,恐怖,1.6158622779
10175,偏好节目类型,电视剧场,1.55364169522
10175,偏好地区,其他,1.42470832592
10175,偏好地区,美国,1.36976144416
10175,偏好地区,法国,1.33771496038
10175,偏好地区,日本,1.24218413426
10175,偏好语种,德语,1.16126568495
10175,偏好语种,国语,1.03539986857
10175,偏好语种,日语,0.979908084695
10175,偏好语种,英语,0.929650487703
10177,偏好节目类型,动作,1.46720799259
10177,偏好节目类型,恐怖,1.44490468175
10177,偏好节目类型,电视剧场,1.43746250056
10177,偏好节目类型,大陆剧场,1.43469988919
10177,偏好地区,台湾,0.961552166996
10177,偏好语种,法语,0.954341432423
10177,偏好地区,其他国家,0.874823741309
10177,偏好地区,法国,0.854337103925
10177,偏好语种,其他,0.852461941917
10177,偏好地区,大陆,0.835081908593
10177,偏好语种,国语,0.810111989327
10177,偏好语种,日语,0.758342378451
10179,偏好节目类型,生活服务,1.75293277199
10179,偏好节目类型,动作,1.67145142392
10179,偏好节目类型,电视剧场,1.65496286879
10179,偏好节目类型,广告,1.64761415908
10179,偏好地区,其他,1.1776974725
10179,偏好语种,德语,1.1617955114
10179,偏好地区,法国,1.08512651453
10179,偏好地区,美国,1.07005000842
10179,偏好地区,大陆,1.01717419046
10179,偏好语种,国语,1.00205190629
10179,偏好语种,日语,0.933193296206
10179,偏好语种,英语,0.903922023221
10196,偏好节目类型,恐怖,2.2598235697
10196,偏好节目类型,大陆剧场,2.22847429114
10196,偏好地区,美国,2.18076604611
10196,偏好节目类型,综艺娱乐,2.17045404536
10196,偏好地区,法国,2.14543055281
10196,偏好节目类型,历史,2.09804572318
10196,偏好地区,日本,2.09744417585
10196,偏好地区,香港,1.86336592189
10196,偏好语种,国语,1.47661817865
10196,偏好语种,日语,1.39703172209
10196,偏好语种,英语,1.31430796592
10196,偏好语种,法语,0.946686418288
10207,偏好节目类型,生活服务,3.03871666793
10207,偏好节目类型,电视剧场,2.84190777798
10207,偏好节目类型,历史,2.69998844674
10207,偏好节目类型,纪录片,2.67969244597
10207,偏好地区,其他国家,1.26001760038
10207,偏好地区,法国,1.21565148024
10207,偏好地区,美国,1.20024723362
10207,偏好地区,大陆,1.16454658108
10207,偏好语种,其他,1.04153696797
10207,偏好语种,国语,0.980686332704
10207,偏好语种,日语,0.915925755383
10207,偏好语种,英语,0.877299115311
10209,偏好节目类型,广告,2.19889936627
10209,偏好节目类型,电视剧场,2.14040831179
10209,偏好节目类型,动作,2.1325745881
10209,偏好节目类型,纪录片,2.05730027013
10209,偏好地区,台湾,1.03336887427
10209,偏好地区,其他,0.992217494424
10209,偏好地区,其他国家,0.976991527669
10209,偏好地区,法国,0.929592783427
10209,偏好语种,法语,0.879116276061
10209,偏好语种,德语,0.875460374853
10209,偏好语种,其他,0.803653040611
10209,偏好语种,日语,0.697525514296
10211,偏好节目类型,大陆剧场,1.36658261619
10211,偏好节目类型,电视剧场,1.354808908
10211,偏好节目类型,恐怖,1.34627862123
10211,偏好节目类型,综艺娱乐,1.30585610531
10211,偏好地区,台湾,1.06314385412
10211,偏好语种,法语,0.985583987231
10211,偏好地区,其他国家,0.969494364202
10211,偏好地区,法国,0.949153671447
10211,偏好地区,大陆,0.924195908155
10211,偏好语种,其他,0.880943583196
10211,偏好语种,国语,0.833593180707
10211,偏好语种,日语,0.776553025488
10213,偏好地区,台湾,0.648021925568
10213,偏好地区,英国,0.62132463815
10213,偏好语种,法语,0.619528991192
10213,偏好语种,粤语,0.608891293856
10213,偏好节目类型,恐怖,0.601301784632
10213,偏好地区,美国,0.5899682561
10213,偏好节目类型,悬念,0.589814307621
10213,偏好节目类型,纪录片,0.58644680499
10213,偏好节目类型,生活服务,0.586253195893
10213,偏好地区,法国,0.577214334547
10213,偏好语种,德语,0.552991963376
10213,偏好语种,日语,0.543314693348
10217,偏好节目类型,生活服务,1.32257178263
10217,偏好节目类型,大陆剧场,1.30198845599
10217,偏好节目类型,广告,1.27864431417
10217,偏好节目类型,电视剧场,1.27482288868
10217,偏好地区,其他,0.844870246051
10217,偏好地区,其他国家,0.8097537736
10217,偏好地区,美国,0.778090238988
10217,偏好语种,德语,0.775393656552
10217,偏好地区,法国,0.774603335377
10217,偏好语种,其他,0.732246351655
10217,偏好语种,国语,0.675212115962
10217,偏好语种,日语,0.619979266275
10222,偏好节目类型,欧美剧场,1.2073324084
10222,偏好地区,其他国家,1.07934388268
10222,偏好节目类型,电视剧场,1.06276059407
10222,偏好节目类型,动作,1.06048401562
10222,偏好节目类型,综艺娱乐,1.05921317249
10222,偏好语种,其他,1.04615153676
10222,偏好地区,法国,1.03806666536
10222,偏好地区,美国,1.02873536303
10222,偏好地区,日本,1.00429527824
10222,偏好语种,国语,0.987798894768
10222,偏好语种,日语,0.92374563333
10222,偏好语种,英语,0.880976274528
10228,偏好节目类型,生活服务,0.662456067054
10228,偏好节目类型,广告,0.623000191398
10228,偏好节目类型,恐怖,0.58219317911
10228,偏好节目类型,大陆剧场,0.563260618281
10228,偏好地区,其他,0.562478806858
10228,偏好地区,台湾,0.533437035896
10234,偏好节目类型,广告,0.699608180308
10234,偏好节目类型,恐怖,0.64780702693
10234,偏好节目类型,大陆剧场,0.62257143089
10234,偏好节目类型,动作,0.622093131104
10234,偏好语种,德语,0.549855889493
10234,偏好语种,法语,0.532553584194
10236,偏好地区,其他,1.63724745751
10236,偏好地区,其他国家,1.61453962067
10236,偏好地区,大陆,1.46981836279
10236,偏好地区,日本,1.44026859088
10236,偏好语种,德语,0.883604007504
10236,偏好语种,法语,0.87113888209
10236,偏好节目类型,生活服务,0.861906090879
10236,偏好语种,其他,0.813014888365
10236,偏好节目类型,广告,0.811249960521
10236,偏好节目类型,恐怖,0.78023105582
10236,偏好语种,国语,0.746235276973
10236,偏好节目类型,大陆剧场,0.736529202662
10242,偏好节目类型,恐怖,1.406208553
10242,偏好节目类型,动作,1.38627058904
10242,偏好节目类型,纪录片,1.37706814024
10242,偏好节目类型,电视剧场,1.37110385593
10242,偏好地区,台湾,0.846602680306
10242,偏好语种,法语,0.840154494268
10242,偏好地区,其他国家,0.767866929995
10242,偏好语种,其他,0.750026659457
10242,偏好地区,法国,0.747381675459
10242,偏好地区,日本,0.738070630633
10242,偏好语种,国语,0.715501371038
10242,偏好语种,日语,0.672654279024
10246,偏好节目类型,大陆剧场,2.46972928487
10246,偏好节目类型,动作,2.46734661212
10246,偏好节目类型,恐怖,2.45622402244
10246,偏好节目类型,综艺娱乐,2.36796791337
10246,偏好地区,美国,1.37572596739
10246,偏好地区,法国,1.36522569822
10246,偏好地区,日本,1.30529719807
10246,偏好地区,大陆,1.30274001413
10246,偏好语种,法语,1.28828653134
10246,偏好语种,国语,1.10530065601
10246,偏好语种,日语,1.07128436932
10246,偏好语种,粤语,0.999611233289
10249,偏好节目类型,生活服务,0.902581376789
10249,偏好节目类型,广告,0.842706591322
10249,偏好节目类型,综艺娱乐,0.787681744092
10249,偏好节目类型,大陆剧场,0.778028580142
10249,偏好地区,其他,0.664530469854
10249,偏好地区,台湾,0.630219591884
10249,偏好地区,其他国家,0.58633653696
10249,偏好地区,法国,0.586264464459
10255,偏好节目类型,综艺娱乐,1.48765055957
10255,偏好节目类型,纪录片,1.47090024205
10255,偏好节目类型,电视剧场,1.45988789567
10255,偏好节目类型,动作,1.45904858633
10255,偏好语种,法语,0.926364146196
10255,偏好语种,其他,0.828876348003
10255,偏好语种,国语,0.778926970627
10255,偏好地区,台湾,0.758452722196
10255,偏好语种,日语,0.71992772287
10255,偏好地区,其他国家,0.694357573007
10255,偏好地区,法国,0.68264403934
10255,偏好地区,大陆,0.66039735499
10258,偏好节目类型,恐怖,1.15028089321
10258,偏好节目类型,动作,1.12026498381
10258,偏好节目类型,纪录片,1.11603482768
10258,偏好节目类型,电视剧场,1.11089888756
10258,偏好地区,台湾,0.845426179055
10258,偏好地区,其他国家,0.776970560052
10258,偏好地区,法国,0.766994350079
10258,偏好地区,大陆,0.737305745298
10258,偏好语种,法语,0.646036554525
10258,偏好语种,其他,0.577744358653
10258,偏好语种,国语,0.544830872984
10258,偏好语种,日语,0.505585759659
10259,偏好节目类型,生活服务,0.702602905301
10259,偏好地区,其他,0.690051349727
10259,偏好语种,德语,0.680829610996
10259,偏好节目类型,广告,0.661776471363
10259,偏好地区,其他国家,0.657019317603
10259,偏好节目类型,恐怖,0.651676157861
10259,偏好语种,其他,0.635380095466
10259,偏好地区,法国,0.63068219498
10259,偏好地区,美国,0.630005091304
10259,偏好节目类型,综艺娱乐,0.61161133214
10259,偏好语种,国语,0.586116393312
10259,偏好语种,日语,0.537269985741
10261,偏好节目类型,恐怖,1.68441537232
10261,偏好节目类型,动作,1.64852901909
10261,偏好节目类型,纪录片,1.63422204929
10261,偏好节目类型,大陆剧场,1.62535417109
10261,偏好地区,台湾,1.12094996621
10261,偏好地区,其他国家,1.02630722412
10261,偏好地区,法国,1.00908415662
10261,偏好地区,大陆,0.976063729898
10261,偏好语种,法语,0.778057109242
10261,偏好语种,其他,0.69491353116
10261,偏好语种,国语,0.660909249456
10261,偏好语种,日语,0.619219754578
10264,偏好节目类型,动作,1.85681166005
